ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2018-03-03,42,62538,614,Self-Employed,Doctorate,18,15386,36,Married,1,Rent,335,0.3290571904805465,2,0,0.14164228453984137,0,Other,0,25,22,3974,5174,15720,197042,3257.8333333333335,0.7544127964504345,4,5201,0.193386,0.21977724643770324,587.4210234876484,0.2831394147913179,0,50.0
2018-03-04,29,16573,489,Unemployed,Associate,5,13311,36,Single,3,Mortgage,266,0.29846092942236635,2,0,0.21923993582166573,0,Education,0,29,6,5102,584,140507,25096,1381.0833333333333,0.9050672399166544,3,115411,0.253811,0.2767950398442176,548.2884943231762,0.5896012750786288,0,55.0
2018-03-05,52,17120,529,Employed,Bachelor,31,12070,36,Single,0,Other,220,0.21078353626960367,4,1,0.5191691265469132,0,Home,1,18,12,10731,471,130374,3224,1426.6666666666667,0.8571317582785927,5,127150,0.23257,0.21052607660395892,455.0641479842322,0.473175804661845,0,62.0
2018-03-06,36,25041,509,Employed,Bachelor,14,7218,12,Married,1,Mortgage,540,0.5318719232603788,3,0,0.4411176681122782,1,Debt Consolidation,0,17,20,168,1808,43843,115037,2086.75,0.7967151372446478,4,8581,0.21771800000000002,0.22313951316909875,676.6553230078741,0.5830383721135134,0,71.0
2018-03-07,54,42896,579,Employed,Bachelor,36,18598,36,Single,3,Own,479,0.40514477621959444,2,0,0.12445289842254642,0,Home,0,22,16,4863,3264,161536,25339,3574.6666666666665,0.7677653206911371,4,136197,0.214098,0.19503883727186866,686.4760176201443,0.3260376774394287,1,38.400000000000006
2018-03-08,45,18623,632,Self-Employed,Associate,20,7939,48,Married,1,Own,141,0.42541316722029265,6,1,0.22853580561516734,0,Auto,0,25,14,1855,2386,14475,20048,1551.9166666666667,0.7068732013574237,4,8350,0.18693900000000002,0.17092176574800763,229.45895855962866,0.23871059994176788,0,55.0
2018-03-09,31,36520,597,Employed,High School,11,36165,96,Single,1,Mortgage,977,0.14845493707771035,1,1,0.26112506749062164,0,Auto,0,27,25,2618,2123,57200,4638,3043.3333333333335,0.7281856369252724,5,52562,0.272665,0.26006237073490673,898.4748220682554,0.6162567870980028,0,50.0
2018-03-10,46,99614,522,Employed,Master,25,27992,84,Married,0,Own,473,0.4577720914143515,2,3,0.07319134023377814,0,Education,0,23,14,12975,1431,34404,67972,8301.166666666666,0.7855256615226245,9,4240,0.29199200000000003,0.2782073747473062,759.7732054980236,0.14850601788881365,1,40.0
2018-03-11,46,34023,554,Employed,Associate,22,29718,72,Married,1,Mortgage,361,0.29002705603240286,1,2,0.3008670656697955,0,Home,0,32,12,1040,729,42494,24350,2835.25,0.9247971861525466,4,18144,0.267718,0.29239341381164063,879.51929675647,0.43753436090520054,0,55.0
2018-03-12,34,58797,595,Employed,Master,9,14434,48,Married,0,Mortgage,385,0.2533752437581702,2,2,0.43174160650614984,0,Education,0,32,19,6449,803,33024,12957,4899.75,0.9019643474599618,7,20067,0.211934,0.23202602114409915,464.23462631917386,0.17332203200554597,0,56.0
2018-03-13,44,26336,644,Employed,Associate,25,13105,36,Married,0,Mortgage,441,0.23392490074856884,3,0,0.2602996926591311,0,Auto,0,30,29,4924,2875,209343,11774,2194.6666666666665,0.5900203409159114,5,197569,0.176105,0.20316261940436964,489.1431192411525,0.42381976879153366,0,47.0
2018-03-14,43,63879,548,Employed,High School,21,20926,48,Single,0,Mortgage,409,0.23299594115337824,3,0,0.2715276869089302,0,Debt Consolidation,0,31,16,1606,2256,61855,12404,2856.25,0.8945981802285821,6,49451,0.241926,0.19572793740962072,632.0324555262944,0.3644752579523131,0,52.0
2018-03-15,44,67346,613,Employed,High School,22,12353,96,Single,1,Other,412,0.3073547639535087,4,1,0.05934238318484342,0,Home,0,24,5,1721,2628,113484,16663,5612.166666666667,0.7608366521021703,4,96821,0.24085299999999998,0.22437667404658482,277.9179109615436,0.12293254137645179,0,47.0
2018-03-16,42,76892,578,Employed,Master,18,37094,48,Married,3,Rent,219,0.2588571732999003,3,0,0.2850641706754101,0,Auto,0,24,27,5702,394,30176,19102,6407.666666666667,0.8172256834676853,4,11074,0.243094,0.2121339800924589,1152.9033701804187,0.21410342353125195,1,41.6
2018-03-17,58,99281,649,Employed,Master,36,14663,24,Married,2,Rent,274,0.2101834014247891,3,1,0.19943711463329614,0,Debt Consolidation,1,24,16,3561,807,121850,43072,8273.416666666666,0.8183628501685963,5,78778,0.165163,0.162174293303455,719.470357057228,0.12007981672914995,1,40.0
2018-03-18,52,90674,592,Employed,Master,32,12659,60,Divorced,1,Mortgage,591,0.189061777857026,2,0,0.2768665664866086,1,Home,0,17,7,7602,885,32820,17384,7556.166666666667,0.8467997045232358,3,15436,0.221659,0.24142174027944205,365.2190911158299,0.12654817360423007,0,63.0
2018-03-19,49,85170,630,Employed,Bachelor,28,29528,72,Married,1,Rent,476,0.3699375506091289,4,0,0.29619518185579324,0,Auto,0,30,1,823,48,58612,44900,7097.5,0.5219345457366519,6,13712,0.229528,0.25593737023276975,806.1926355520567,0.18065412265615452,0,52.0
2018-03-20,63,71099,521,Employed,High School,41,28201,60,Married,3,Rent,246,0.22338844064937063,4,0,0.11376589433717524,0,Other,0,17,7,9014,179,89760,5905,5924.916666666667,0.6668615263704561,5,83855,0.272701,0.27337741098768775,866.8285875832793,0.1878218125571295,0,49.0
2018-03-21,44,16340,576,Employed,Associate,23,45573,60,Divorced,1,Own,297,0.4405473752240383,1,0,0.39916783530170546,0,Home,0,27,28,2305,2566,53182,18892,1361.6666666666667,0.6234054699887032,5,34290,0.262573,0.2749182680753928,1405.0140770706028,1.2499491386075416,0,57.0
2018-03-22,43,39277,520,Employed,Bachelor,21,18289,48,Widowed,0,Mortgage,352,0.22578525137629177,1,0,0.4194360252342089,0,Education,0,29,15,1171,1511,86794,12601,3273.0833333333335,0.7290405322115872,5,74193,0.253289,0.2505877200071055,607.0103795453115,0.29299907209165,0,55.0
2018-03-23,34,122676,567,Employed,High School,11,45784,24,Single,0,Other,356,0.4285294966429326,5,0,0.5045584632506949,0,Debt Consolidation,0,19,27,15461,2658,18119,21331,10223.0,0.660763555676192,5,3925,0.23728399999999997,0.2305163302474397,2399.033248979669,0.2694936172336564,0,57.0
2018-03-24,37,18673,591,Employed,High School,14,25252,24,Married,4,Own,609,0.5375905990574238,5,0,0.12572134365072316,1,Debt Consolidation,0,21,22,6063,1589,16352,7087,1556.0833333333333,0.9460072124044766,7,9265,0.204752,0.1832462475558913,1264.6477971922338,1.204079342703733,0,65.0
2018-03-25,40,35590,601,Employed,High School,17,16220,36,Widowed,1,Rent,461,0.5178366246806245,2,0,0.4287094521355294,0,Home,0,22,20,2151,503,69268,16787,2965.8333333333335,0.7942516117621714,4,52481,0.20071999999999998,0.17496186477399386,582.3006020680034,0.3517731729366687,0,53.0
2018-03-26,48,23802,644,Employed,Master,27,26256,24,Married,0,Mortgage,585,0.34585008075370477,6,1,0.360759916515267,0,Education,1,18,4,4284,750,161309,11633,1983.5,0.7063685793027862,2,149676,0.179256,0.21256423602001995,1352.4908717738904,0.9768040694599901,0,58.0
2018-03-27,53,90164,617,Unemployed,Bachelor,29,21019,60,Single,3,Mortgage,1590,0.30807802975706594,3,0,0.02853495269092907,0,Debt Consolidation,0,14,11,7225,474,112062,21552,7513.666666666667,0.7448601820060811,8,90510,0.21751900000000002,0.22198214066677724,582.8931907117134,0.28919211978772635,0,47.0
2018-03-28,43,67532,652,Employed,Master,22,48466,60,Divorced,0,Rent,745,0.35370532709331204,2,0,0.27659785795382924,0,Other,0,22,3,1585,1678,52014,51090,5627.666666666667,0.6805736480984722,5,1288,0.227466,0.2729592,1488.509209812275,0.39688015337539684,0,49.0
2018-03-29,39,20736,571,Employed,Associate,17,27878,60,Married,2,Rent,520,0.22389959767144857,5,2,0.16975982629881609,0,Debt Consolidation,0,23,7,1721,770,57216,50269,1728.0,0.8651013518101234,3,6947,0.247378,0.26584686121935036,844.35732197826,0.7895586354040857,0,53.0
2018-03-30,32,49098,601,Employed,Bachelor,6,20218,12,Married,0,Mortgage,406,0.07123882164764292,1,0,0.7404885015140651,0,Debt Consolidation,0,22,9,5789,11536,87590,17704,4091.5,0.870910006916575,4,69886,0.184718,0.15709541496855903,1831.6186536403131,0.5468944528022273,0,54.0
2018-03-31,29,43607,648,Employed,Doctorate,6,13342,36,Single,0,Rent,278,0.26201672428893624,4,1,0.3242735383519489,1,Education,0,18,9,2708,2319,33638,8067,3633.9166666666665,0.6359757900161588,5,25571,0.174342,0.17688050009430115,480.2599487209998,0.20866189796711532,0,65.0
